Attack Vectors,Successful Attacks,Executed Attacks,Success Rate (%),Targeted Instructions
"Glitch(1),Glitch(3),Glitch(4),Glitch(7)",1,101,0.990,"cmp: 2,bne: 2,ldr: 2,bl: 1,str: 1,asrs: 1,lsrs: 1,add: 1,eors: 1,b: 1,push: 1,mov: 1"
"Glitch(1),Glitch(3),Glitch(4),Glitch(8)",5,54,9.259,"cmp: 15,bne: 10,ldr: 6,bl: 5,str: 5,asrs: 5,push: 5,lsrs: 5,eors: 5,b: 5,add: 5,pop: 4,mov: 4,movs: 1"
"Glitch(1),Glitch(3),Glitch(5),Glitch(10)",5,56,8.929,"ldr: 16,cmp: 10,bne: 10,add: 7,push: 6,eors: 5,stm.w: 5,b: 5,str: 5,lsrs: 5,asrs: 5,mov: 4,pop: 4,movs: 3,bx: 3,nop: 2"
"Glitch(1),Glitch(3),Glitch(8),Glitch(3)",2,46,4.348,"ldr: 8,bl: 4,bne: 4,str: 2,b: 2,asrs: 2,add: 2,stm: 2,cmp: 2,mov: 2"
"Glitch(1),Glitch(3),Glitch(8),Glitch(7)",8,104,7.692,"ldr: 20,cmp: 20,bne: 16,bl: 16,add: 16,mov: 12,lsrs: 8,asrs: 8,b: 8,push: 8,str: 8,stm: 4,eors: 4,stm.w: 2,movs: 2"
"Glitch(1),Glitch(3),Glitch(9),Glitch(6)",3,65,4.615,"ldr: 12,cmp: 6,bne: 6,bl: 6,add: 5,mov: 3,push: 3,asrs: 3,b: 3,str: 3,lsrs: 3,stm: 3,movs: 1"
"Glitch(1),Glitch(3),Glitch(10),Glitch(8)",4,44,9.091,"ldr: 17,cmp: 12,add: 9,bl: 8,bne: 8,mov: 6,lsrs: 4,push: 4,asrs: 4,str: 4,eors: 4,b: 4,movs: 2,pop: 2"
"Glitch(1),Glitch(4),Glitch(2),Glitch(1)",1,51,1.961,"bl: 2,cmp: 2,ldr: 2,bne: 2"
"Glitch(1),Glitch(4),Glitch(2),Glitch(2)",2,23,8.696,"cmp: 4,bne: 4,beq: 3,bl: 3,ldr: 2,str: 1,b: 1"
"Glitch(1),Glitch(4),Glitch(2),Glitch(4)",1,96,1.042,"ldr: 3,bne: 2,asrs: 1,b: 1,lsrs: 1,str: 1,cmp: 1,bl: 1"
"Glitch(1),Glitch(4),Glitch(3),Glitch(3)",4,124,3.226,"cmp: 12,bne: 8,ldr: 4,eors: 4,bl: 4,b: 3,str: 3,asrs: 3,ldm.w: 1,add.w: 1,stm.w: 1"
"Glitch(1),Glitch(4),Glitch(3),Glitch(6)",4,194,2.062,"cmp: 13,bne: 8,bl: 5,ldr: 5,eors: 4,asrs: 3,lsrs: 3,str: 3,b: 3,add: 2,push: 2,movs: 2,stm.w: 1,ldm.w: 1,beq: 1"
"Glitch(1),Glitch(4),Glitch(3),Glitch(9)",4,105,3.810,"cmp: 13,bne: 8,ldr: 6,stm.w: 5,add: 4,eors: 4,pop: 3,asrs: 3,b: 3,str: 3,lsrs: 3,mov: 3,push: 3,bx: 2,add.w: 1,movs: 1,beq: 1,ldm.w: 1,bl: 1"
"Glitch(1),Glitch(4),Glitch(4),Glitch(3)",5,77,6.494,"cmp: 12,ldr: 10,bne: 10,bl: 8,b: 4,str: 4,add: 3,asrs: 3,eors: 2,stm.w: 1,ldm.w: 1,movs: 1,add.w: 1"
"Glitch(1),Glitch(4),Glitch(5),Glitch(4)",2,78,2.564,"cmp: 4,ldr: 4,bne: 4,add: 2,bl: 2,str: 2,eors: 2,b: 2,beq: 2,asrs: 1,stm.w: 1,movs: 1,lsrs: 1"
"Glitch(1),Glitch(4),Glitch(5),Glitch(9)",7,141,4.965,"cmp: 28,bne: 14,add: 11,bl: 10,ldr: 8,b: 7,push: 7,str: 7,asrs: 7,lsrs: 7,mov: 6,pop: 6,bx: 5,eors: 4,stm.w: 4,movs: 2"
"Glitch(1),Glitch(4),Glitch(6),Glitch(8)",4,61,6.557,"ldr: 15,cmp: 9,bne: 8,add: 8,bl: 5,beq: 5,eors: 4,str: 3,lsrs: 3,b: 3,asrs: 3,push: 3,mov: 2,movs: 2,pop: 1,stm.w: 1,ldm.w: 1"
"Glitch(1),Glitch(4),Glitch(6),Glitch(9)",1,61,1.639,"ldr: 5,cmp: 2,bne: 2,add: 2,push: 2,asrs: 1,movs: 1,bl: 1,eors: 1,lsrs: 1,b: 1,str: 1"
"Glitch(1),Glitch(4),Glitch(8),Glitch(5)",1,36,2.778,"ldr: 5,bl: 2,bne: 2,stm: 1,add: 1,push: 1,str: 1,lsrs: 1,b: 1,cmp: 1,mov: 1,asrs: 1"
"Glitch(1),Glitch(4),Glitch(8),Glitch(7)",2,100,2.000,"ldr: 7,cmp: 6,bne: 4,bl: 4,add: 4,stm.w: 2,asrs: 2,lsrs: 2,b: 2,str: 2,eors: 2,movs: 1,push: 1,mov: 1"
"Glitch(1),Glitch(4),Glitch(10),Glitch(5)",1,164,0.610,"cmp: 4,ldr: 3,bl: 2,bne: 2,eors: 1,str: 1,add: 1,stm.w: 1,b: 1,mov: 1,asrs: 1,lsrs: 1,movs: 1"
"Glitch(1),Glitch(4),Glitch(10),Glitch(9)",4,75,5.333,"ldr: 18,cmp: 12,add: 9,bne: 8,bl: 8,mov: 7,push: 4,b: 4,eors: 4,lsrs: 4,asrs: 4,str: 4,stm: 3,pop: 3,bx: 2,movs: 2"
"Glitch(1),Glitch(5),Glitch(1),Glitch(9)",3,68,4.412,"cmp: 7,bne: 6,ldr: 5,stm.w: 4,bl: 4,add: 3,mov: 2,b: 2,pop: 2,push: 2,asrs: 2,lsrs: 2,str: 2,movs: 1,bx: 1,ldm.w: 1,add.w: 1,beq: 1"
"Glitch(1),Glitch(5),Glitch(2),Glitch(3)",3,50,6.000,"cmp: 7,bne: 6,ldr: 6,bl: 4,beq: 4,add.w: 1,str: 1,asrs: 1,ldm.w: 1,b: 1,stm.w: 1"
"Glitch(1),Glitch(5),Glitch(4),Glitch(1)",1,29,3.448,"cmp: 4,bne: 2,bl: 2,beq: 1,eors: 1,ldr: 1"
"Glitch(1),Glitch(5),Glitch(4),Glitch(4)",4,85,4.706,"cmp: 13,ldr: 8,bne: 8,bl: 5,str: 4,b: 4,add: 4,asrs: 3,movs: 2,lsrs: 2,stm.w: 1,eors: 1,ldm.w: 1"
"Glitch(1),Glitch(5),Glitch(5),Glitch(8)",4,217,1.843,"cmp: 12,ldr: 10,bne: 8,stm.w: 6,add: 5,str: 4,b: 4,lsrs: 4,asrs: 4,push: 4,ldm.w: 3,mov: 3,eors: 3,bl: 2,pop: 2,movs: 2"
"Glitch(1),Glitch(5),Glitch(8),Glitch(4)",3,61,4.918,"ldr: 14,bl: 6,cmp: 6,bne: 6,add: 4,str: 3,b: 3,movs: 2,asrs: 2,stm: 2,mov: 2,stm.w: 2,eors: 1,lsrs: 1"
"Glitch(1),Glitch(5),Glitch(9),Glitch(9)",1,73,1.370,"ldr: 6,mov: 2,add: 2,bx: 1,stm: 1,cmp: 1,bne: 1,str: 1,bl: 1,add.w: 1,ldm.w: 1,lsrs: 1,push: 1,b: 1,stm.w: 1,pop: 1,asrs: 1"
"Glitch(1),Glitch(5),Glitch(10),Glitch(3)",2,36,5.556,"ldr: 8,cmp: 6,bl: 4,bne: 4,b: 2,eors: 2,mov: 2,beq: 2,add: 2,str: 2,stm.w: 1,stm: 1,movs: 1,asrs: 1"
"Glitch(1),Glitch(5),Glitch(10),Glitch(6)",2,47,4.255,"cmp: 8,ldr: 8,bl: 4,bne: 4,add: 3,asrs: 2,stm: 2,b: 2,push: 2,mov: 2,eors: 2,lsrs: 2,str: 2,movs: 1"
"Glitch(1),Glitch(6),Glitch(2),Glitch(3)",2,137,1.460,"ldr: 8,bne: 4,cmp: 3,ldm.w: 2,stm.w: 2,asrs: 1,beq: 1,bl: 1,b: 1,str: 1"
"Glitch(1),Glitch(6),Glitch(2),Glitch(7)",2,62,3.226,"ldr: 6,mov: 2,add: 2,stm.w: 2,b: 2,bne: 2,add.w: 2,cmp: 2,lsrs: 2,ldm.w: 2,push: 2,asrs: 2,beq: 2,str: 2"
"Glitch(1),Glitch(6),Glitch(3),Glitch(6)",2,106,1.887,"cmp: 8,bne: 4,ldr: 4,push: 2,bl: 2,stm.w: 2,asrs: 2,str: 2,b: 2,lsrs: 2,movs: 1,add: 1"
"Glitch(1),Glitch(6),Glitch(3),Glitch(10)",2,60,3.333,"ldr: 8,add: 5,bne: 4,str: 2,stm.w: 2,mov: 2,asrs: 2,lsrs: 2,ldm.w: 2,push: 2,cmp: 2,b: 2,nop: 1,bl: 1,movs: 1,pop: 1,bx: 1"
"Glitch(1),Glitch(6),Glitch(4),Glitch(2)",7,73,9.589,"ldr: 21,cmp: 21,bne: 14,bl: 8,eors: 5,beq: 5,str: 4,b: 4,stm.w: 3,ldm.w: 2,add.w: 2,add: 2"
"Glitch(1),Glitch(6),Glitch(4),Glitch(4)",1,77,1.299,"ldr: 3,cmp: 3,bne: 2,str: 1,add: 1,lsrs: 1,ldm.w: 1,b: 1,stm.w: 1,asrs: 1"
"Glitch(1),Glitch(6),Glitch(10),Glitch(4)",1,149,0.671,"ldr: 4,cmp: 3,bne: 2,add: 2,bl: 2,eors: 1,stm.w: 1,b: 1,stm: 1,mov: 1,ldm.w: 1,str: 1,movs: 1"
"Glitch(1),Glitch(7),Glitch(3),Glitch(5)",2,112,1.786,"ldr: 6,cmp: 4,bne: 4,b: 2,add: 2,asrs: 2,ldm.w: 2,lsrs: 2,str: 2,stm.w: 2,bl: 2,push: 1,movs: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(3)",2,84,2.381,"cmp: 6,ldr: 6,bne: 4,add.w: 3,eors: 2,beq: 2,bl: 2,ldm.w: 1,str: 1,b: 1,movs: 1,stm.w: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(8)",2,67,2.985,"cmp: 8,ldr: 5,bne: 4,push: 2,b: 2,add.w: 2,asrs: 2,lsrs: 2,beq: 2,add: 2,bl: 2,eors: 2,str: 2,mov: 1,movs: 1,pop: 1"
"Glitch(1),Glitch(7),Glitch(4),Glitch(9)",2,88,2.273,"ldr: 7,cmp: 6,bne: 4,add: 3,str: 2,stm.w: 2,asrs: 2,push: 2,eors: 2,bl: 2,lsrs: 2,b: 2,ldm.w: 2,movs: 1,mov: 1,bx: 1,pop: 1"
"Glitch(1),Glitch(7),Glitch(5),Glitch(6)",5,84,5.952,"ldr: 17,cmp: 16,bne: 10,beq: 6,bl: 6,eors: 5,add.w: 5,stm.w: 5,b: 4,str: 4,add: 4,asrs: 4,push: 3,lsrs: 3,movs: 2,ldm.w: 1"
"Glitch(1),Glitch(7),Glitch(6),Glitch(10)",2,51,3.922,"ldr: 9,cmp: 7,bl: 5,add: 4,bne: 4,ldm.w: 3,stm.w: 3,eors: 2,b: 1,beq: 1,add.w: 1,lsrs: 1,pop: 1,bx: 1,movs: 1,push: 1,asrs: 1,mov: 1,str: 1"
"Glitch(1),Glitch(7),Glitch(8),Glitch(3)",3,52,5.769,"ldr: 12,cmp: 9,bne: 6,bl: 6,stm.w: 3,eors: 3,add: 3,mov: 3,str: 3,asrs: 3,beq: 3,b: 3"
"Glitch(1),Glitch(7),Glitch(9),Glitch(9)",4,95,4.211,"ldr: 23,cmp: 9,add: 8,mov: 7,bl: 5,stm.w: 5,bne: 5,push: 5,str: 4,lsrs: 4,b: 4,beq: 4,asrs: 4,bx: 3,pop: 3,ldm.w: 3,stm: 3,add.w: 3,movs: 1,eors: 1"
"Glitch(1),Glitch(8),Glitch(2),Glitch(4)",2,84,2.381,"cmp: 6,bne: 4,ldr: 4,asrs: 2,add.w: 2,stm.w: 2,beq: 2,str: 2,b: 2,bl: 2,movs: 1,lsrs: 1"
"Glitch(1),Glitch(8),Glitch(2),Glitch(8)",1,92,1.087,"cmp: 4,ldr: 2,bne: 2,add: 1,str: 1,add.w: 1,asrs: 1,b: 1,push: 1,beq: 1,pop: 1,bl: 1,lsrs: 1,mov: 1"
"Glitch(1),Glitch(8),Glitch(2),Glitch(9)",4,64,6.250,"ldr: 13,cmp: 12,bne: 8,push: 5,asrs: 4,add: 4,b: 4,lsrs: 4,bl: 4,beq: 4,str: 4,add.w: 4,bx: 3,mov: 3,pop: 3,movs: 1"
"Glitch(1),Glitch(8),Glitch(3),Glitch(7)",3,93,3.226,"ldr: 9,cmp: 7,bne: 6,add: 5,lsrs: 3,b: 3,stm.w: 3,bl: 3,push: 3,asrs: 3,str: 3,add.w: 3,ldm.w: 3,mov: 3"
"Glitch(1),Glitch(8),Glitch(4),Glitch(3)",3,109,2.752,"cmp: 13,ldr: 9,bne: 6,bl: 4,stm.w: 3,add: 3,ldm.w: 3,b: 2,str: 2,asrs: 1,movs: 1,beq: 1"
"Glitch(1),Glitch(8),Glitch(5),Glitch(2)",3,40,7.500,"cmp: 12,ldr: 9,bne: 6,bl: 4,beq: 4,add.w: 3,eors: 3,add: 3,str: 2,b: 2"
"Glitch(1),Glitch(8),Glitch(5),Glitch(4)",1,101,0.990,"cmp: 4,ldr: 3,bne: 2,beq: 1,b: 1,lsrs: 1,str: 1,bl: 1,stm.w: 1,add.w: 1,eors: 1,asrs: 1"
"Glitch(1),Glitch(8),Glitch(6),Glitch(5)",2,99,2.020,"ldr: 10,cmp: 6,bne: 4,beq: 2,eors: 2,b: 2,str: 2,asrs: 2,bl: 2,lsrs: 2,push: 2,add: 2,add.w: 2"
"Glitch(1),Glitch(8),Glitch(6),Glitch(7)",3,66,4.545,"ldr: 14,cmp: 10,bl: 7,bne: 6,add: 6,beq: 4,add.w: 3,eors: 3,asrs: 2,lsrs: 2,str: 2,b: 2,stm.w: 1,movs: 1,push: 1,ldm.w: 1,mov: 1"
"Glitch(1),Glitch(8),Glitch(7),Glitch(6)",3,72,4.167,"ldr: 14,cmp: 13,stm.w: 7,bne: 6,add: 5,bl: 4,ldm.w: 4,eors: 3,b: 2,movs: 2,str: 2,lsrs: 1,push: 1,beq: 1,asrs: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(2)",1,63,1.587,"ldr: 5,cmp: 3,bl: 2,bne: 2,add: 1,mov: 1,b: 1,ldm.w: 1,str: 1,beq: 1,eors: 1,stm: 1,stm.w: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(3)",3,47,6.383,"ldr: 15,cmp: 9,bne: 6,stm.w: 4,add: 3,ldm.w: 3,mov: 3,bl: 3,str: 3,add.w: 3,b: 3,eors: 3,beq: 3,asrs: 2,stm: 2,movs: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(4)",2,180,1.111,"ldr: 11,cmp: 9,bl: 5,stm.w: 4,bne: 4,add: 3,eors: 2,ldm.w: 2,mov: 2,b: 1,str: 1,beq: 1,movs: 1"
"Glitch(1),Glitch(8),Glitch(10),Glitch(7)",3,38,7.895,"ldr: 18,cmp: 9,bl: 6,add: 6,bne: 6,mov: 5,str: 3,b: 3,stm: 3,stm.w: 3,eors: 3,lsrs: 3,ldm.w: 3,asrs: 3,push: 3,movs: 1"
"Glitch(1),Glitch(9),Glitch(2),Glitch(3)",1,61,1.639,"cmp: 4,ldr: 2,bne: 2,stm.w: 1,beq: 1,ldm.w: 1,bl: 1,b: 1,movs: 1,str: 1"
"Glitch(1),Glitch(9),Glitch(3),Glitch(7)",3,89,3.371,"ldr: 11,cmp: 10,bne: 6,add: 6,beq: 4,ldm.w: 4,bl: 4,add.w: 3,push: 2,b: 2,asrs: 2,str: 2,movs: 1,stm.w: 1,lsrs: 1,mov: 1"
"Glitch(1),Glitch(9),Glitch(4),Glitch(2)",2,82,2.439,"ldr: 8,bl: 4,bne: 4,b: 2,stm.w: 2,beq: 2,cmp: 2,str: 2,add.w: 2,ldm.w: 2,add: 2"
"Glitch(1),Glitch(9),Glitch(4),Glitch(5)",6,91,6.593,"cmp: 20,ldr: 18,bne: 12,bl: 7,b: 6,ldm.w: 6,stm.w: 6,add.w: 6,str: 6,eors: 5,asrs: 5,beq: 4,lsrs: 4,add: 3,push: 3,movs: 3"
"Glitch(1),Glitch(9),Glitch(4),Glitch(8)",5,75,6.667,"cmp: 20,ldr: 16,bne: 10,stm.w: 5,asrs: 5,bl: 5,add.w: 5,lsrs: 5,eors: 5,push: 5,b: 5,add: 5,str: 5,beq: 5,pop: 4,mov: 4,movs: 1"
"Glitch(1),Glitch(9),Glitch(5),Glitch(2)",5,99,5.051,"ldr: 17,cmp: 15,bne: 10,bl: 9,beq: 6,ldm.w: 5,add: 5,add.w: 5,str: 4,b: 4,stm.w: 3,eors: 2"
"Glitch(1),Glitch(9),Glitch(5),Glitch(9)",8,82,9.756,"ldr: 35,cmp: 24,bne: 16,add: 14,stm.w: 12,push: 9,str: 8,beq: 8,bl: 8,lsrs: 8,add.w: 8,eors: 8,asrs: 8,b: 8,pop: 5,mov: 5,movs: 4,bx: 4"
"Glitch(1),Glitch(9),Glitch(5),Glitch(10)",5,48,10.417,"ldr: 17,cmp: 17,bne: 10,bl: 9,add: 9,stm.w: 8,ldm.w: 6,beq: 6,add.w: 6,asrs: 4,push: 4,pop: 4,mov: 4,lsrs: 4,str: 4,b: 4,nop: 3,bx: 3,eors: 2,movs: 1"
"Glitch(1),Glitch(9),Glitch(6),Glitch(2)",4,101,3.960,"ldr: 14,cmp: 12,bne: 8,bl: 8,beq: 5,add: 4,eors: 4,add.w: 4,stm.w: 4,ldm.w: 3,str: 3,b: 3"
"Glitch(1),Glitch(9),Glitch(6),Glitch(7)",2,71,2.817,"ldr: 10,cmp: 4,bne: 4,stm.w: 4,ldm.w: 2,beq: 2,eors: 2,add: 2,push: 2,str: 2,b: 2,bl: 2,mov: 2,add.w: 2,asrs: 2,lsrs: 2"
"Glitch(1),Glitch(9),Glitch(7),Glitch(7)",6,42,14.286,"ldr: 31,cmp: 18,bne: 12,add: 12,bl: 8,stm.w: 7,push: 6,eors: 6,b: 6,str: 6,beq: 6,asrs: 6,ldm.w: 6,lsrs: 5,movs: 4,add.w: 3,mov: 2"
"Glitch(1),Glitch(9),Glitch(7),Glitch(9)",1,78,1.282,"cmp: 4,ldr: 3,bl: 2,add: 2,bne: 2,lsrs: 1,eors: 1,ldm.w: 1,push: 1,beq: 1,bx: 1,str: 1,b: 1,mov: 1,stm.w: 1,add.w: 1,pop: 1,asrs: 1"
"Glitch(1),Glitch(9),Glitch(7),Glitch(10)",5,53,9.434,"ldr: 25,cmp: 15,add: 11,bne: 10,stm.w: 10,ldm.w: 5,str: 5,asrs: 5,b: 5,push: 5,mov: 5,add.w: 5,lsrs: 5,pop: 5,beq: 5,eors: 5,bx: 4,nop: 3,movs: 2"
"Glitch(1),Glitch(9),Glitch(8),Glitch(6)",5,49,10.204,"ldr: 26,cmp: 15,bl: 10,add: 10,add.w: 5,stm: 5,stm.w: 5,mov: 5,ldm.w: 5,asrs: 5,bne: 5,str: 5,b: 5,beq: 5,lsrs: 4,push: 4,movs: 1"
"Glitch(1),Glitch(9),Glitch(10),Glitch(6)",1,88,1.136,"ldr: 5,cmp: 4,add: 2,bne: 2,beq: 1,ldm.w: 1,lsrs: 1,bl: 1,b: 1,movs: 1,add.w: 1,stm: 1,mov: 1,asrs: 1,stm.w: 1,eors: 1,str: 1"
"Glitch(1),Glitch(10),Glitch(1),Glitch(5)",1,40,2.500,"ldr: 3,bne: 2,cmp: 2,str: 1,bl: 1,movs: 1,b: 1,add: 1,beq: 1,ldm.w: 1,stm.w: 1,add.w: 1,asrs: 1"
"Glitch(1),Glitch(10),Glitch(1),Glitch(6)",2,85,2.353,"cmp: 6,ldr: 4,bne: 4,asrs: 2,push: 2,add: 2,str: 2,add.w: 2,stm.w: 2,beq: 2,bl: 2,b: 2,ldm.w: 2,lsrs: 2"
"Glitch(1),Glitch(10),Glitch(2),Glitch(5)",2,101,1.980,"ldr: 7,cmp: 7,bne: 4,stm.w: 3,beq: 3,bl: 3,ldm.w: 2,add.w: 2,asrs: 1,str: 1,b: 1,lsrs: 1,push: 1"
"Glitch(1),Glitch(10),Glitch(4),Glitch(3)",2,18,11.111,"ldr: 8,cmp: 4,bl: 4,bne: 4,add.w: 2,b: 2,str: 2,add: 2,asrs: 2,beq: 2,stm.w: 2,ldm.w: 2"
"Glitch(1),Glitch(10),Glitch(4),Glitch(8)",6,115,5.217,"cmp: 24,ldr: 20,add: 13,bne: 12,bl: 8,beq: 7,ldm.w: 7,stm.w: 7,add.w: 6,lsrs: 5,str: 5,asrs: 5,b: 5,push: 5,mov: 4,pop: 3,movs: 2"
"Glitch(1),Glitch(10),Glitch(4),Glitch(9)",3,117,2.564,"ldr: 15,cmp: 10,add: 7,bne: 6,bl: 4,beq: 4,ldm.w: 4,stm.w: 4,add.w: 4,str: 2,asrs: 2,b: 2,lsrs: 2,push: 2,movs: 1,mov: 1,bx: 1,pop: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(4)",4,58,6.897,"cmp: 16,ldr: 12,bl: 8,bne: 8,add: 5,ldm.w: 4,beq: 4,b: 4,str: 4,add.w: 4,stm.w: 4,asrs: 3,lsrs: 3,movs: 1"
"Glitch(1),Glitch(10),Glitch(5),Glitch(9)",2,158,1.266,"cmp: 8,ldr: 8,bne: 4,add: 3,movs: 2,push: 2,str: 2,mov: 2,bl: 2,eors: 2,b: 2,asrs: 2,beq: 2,ldm.w: 2,stm.w: 2,lsrs: 2,add.w: 2,pop: 1"
"Glitch(1),Glitch(10),Glitch(6),Glitch(3)",2,90,2.222,"ldr: 8,cmp: 8,bne: 4,stm.w: 2,b: 2,add.w: 2,eors: 2,asrs: 2,str: 2,add: 2,ldm.w: 2,beq: 2,bl: 2"
"Glitch(1),Glitch(10),Glitch(6),Glitch(6)",4,50,8.000,"cmp: 16,ldr: 15,bne: 8,bl: 6,stm.w: 6,add: 5,push: 4,add.w: 4,beq: 4,eors: 4,b: 4,ldm.w: 4,str: 4,asrs: 3,lsrs: 3,movs: 2"
"Glitch(1),Glitch(10),Glitch(7),Glitch(3)",1,127,0.787,"ldr: 4,cmp: 4,bne: 2,bl: 2,ldm.w: 1,add.w: 1,b: 1,stm.w: 1,add: 1,beq: 1,eors: 1,str: 1,asrs: 1"
"Glitch(1),Glitch(10),Glitch(7),Glitch(4)",2,61,3.279,"cmp: 8,ldr: 8,bl: 4,bne: 4,add: 3,ldm.w: 2,stm.w: 2,eors: 2,add.w: 2,b: 2,beq: 2,str: 2,lsrs: 1,movs: 1,asrs: 1"
"Glitch(1),Glitch(10),Glitch(8),Glitch(10)",3,147,2.041,"ldr: 15,cmp: 9,bl: 6,add: 6,bne: 6,mov: 6,ldm.w: 3,stm: 3,asrs: 3,beq: 3,pop: 3,bx: 3,b: 3,lsrs: 3,stm.w: 3,str: 3,push: 3,add.w: 3,nop: 2,movs: 1"
"Glitch(1),Glitch(10),Glitch(10),Glitch(2)",5,83,6.024,"ldr: 28,cmp: 20,bne: 10,bl: 10,stm.w: 6,b: 5,add.w: 5,ldm.w: 5,eors: 5,mov: 5,beq: 5,add: 5,str: 5,stm: 1"
"Glitch(2),Glitch(1),Glitch(2),Glitch(2)",2,25,8.000,"ldr: 4,bne: 4,cmp: 2,ldm.w: 1,add.w: 1,str: 1,b: 1"
