Instruction,Targeted,Relative
ldr,18,0.0722222222
cmp,3,0.0666666667
ldm.w,2,0.0500000000
stm.w,2,0.0500000000
beq,3,0.0333333333
bl,4,0.0250000000
add.w,2,0.0000000000
add,7,0.0000000000
str,1,0.0000000000
stm,1,0.0000000000
push,2,0.0000000000
strd,1,0.0000000000
sub,1,0.0000000000
movs,1,0.0000000000
mov,2,0.0000000000
pop,1,0.0000000000
bx,3,0.0000000000
eors,2,0.0000000000
