Instruction,Targeted,Relative
pop,56,0.446428571428571
movs,59,0.423728813559322
bl,229,0.227074235807860
beq,59,0.135593220338983
add,316,0.088607594936709
cmp,59,0.084745762711864
ldr,472,0.067796610169492
push,126,0.000000000000000
bx,176,0.000000000000000
str,224,0.000000000000000
mov,53,0.000000000000000
