Instruction,Targeted,Relative
pop,56,0.017857142857143
movs,59,0.016949152542373
cmp,59,0.016949152542373
bl,229,0.008733624454148
ldr,472,0.006355932203390
add,316,0.003164556962025
bx,176,0.000000000000000
push,126,0.000000000000000
beq,59,0.000000000000000
str,224,0.000000000000000
mov,53,0.000000000000000
