Instruction,Targeted,Relative
pop,56,0.464285714285714
movs,59,0.440677966101695
bl,229,0.253275109170306
beq,59,0.186440677966102
ldr,472,0.137711864406780
add,316,0.117088607594937
cmp,59,0.101694915254237
bx,176,0.000000000000000
str,224,0.000000000000000
mov,53,0.000000000000000
push,126,0.000000000000000
